,uniqueid,speakers,doc_id,episode,season,total_theater,twss,,diversity,michael,jim,pam,dwight,jan,phyllis,stanley,oscar,angela,kevin,ryan,toby,kelly,meredith,darryl,creed,david,andy,robert,holly,erin,gabe,nellie,total,,X,Season,EpisodeTitle,About,Ratings,Votes,Viewership,Duration,Date,GuestStars,Director,Writers,episodeCorrected.y,episodeCorrected.x,etitle
11,2x5,Michael Pam Michael Michael Sherri Michael Sherri Michael Sherri Michael Sherri Michael Sherri Michael Sherri Michael Sherri Michael Sherri Michael Sherri Michael Sherri Michael Sherri Michael Pam Michael Pam Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Dwight Jim Phyllis Jim Dwight Phyllis Dwight Phyllis Michael Oscar Michael Angela Michael Kevin Angela Michael Oscar Michael Angela Michael Michael Angela Michael Michael Kelly Michael Kelly Michael Kelly Michael Dwight Pam Jim Pam Jim Pam Jim Jim Pam Jim Angela Oscar Angela Oscar Angela Oscar Kevin Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Angela Pam Angela Pam Angela Pam Angela Pam Pam Jim Dwight Stanley Dwight Stanley Dwight Stanley Michael Dwight Michael Dwight Michael Dwight Dwight Oscar Ryan Oscar Dwight Pam Pam Jim Pam Jim Pam Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Jim Michael Jim Jim Michael Jim Michael Jim Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Michael Jim Michael Jim Michael Jim Michael Pam Jim Pam Jim Michael Creed Michael Michael Creed Michael Creed Michael Creed Michael Creed Michael Creed Michael Creed Michael Creed Michael Creed Michael Creed Michael Creed Michael Creed Michael Creed Michael Michael Michael Creed Michael Creed Creed Michael Devon Michael Devon Michael Devon Michael Devon Michael Devon Michael Devon Michael Michael Devon Michael Devon Angela Pam Jim Jim Michael Children Michael Kid Michael Kid Michael Kid Michael,02x05,5,2,0.18018018,0,,203.421.065.105.859,0.435146444,0.121338912,0.112970711,0.133891213,0,0.012552301,0.012552301,0.029288703,0.050209205,0.008368201,0.0041841,0,0.012552301,0,0,0.066945607,0,0,0,0,0,0,0,239,,10,2,Halloween,"Michael is pressured by corporate to fire someone, which puts a damper on the office Halloween party.",8.1,3392,8,30, 18 October 2005,,Paul Feig,Greg Daniels,5,5,Halloween
12,2x6,Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Stanley Pam Pam Michael Ryan Michael Ryan Michael Pam Michael Pam Michael Pam Michael Ryan Pam Michael Ryan Michael Jim Ryan Jim Ryan Michael Ryan Michael Ryan Michael Pam Jim Pam Jim Pam Jim Ryan Kevin Ryan Michael Michael Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Michael Pam Dwight Jim Dwight Jim Michael Dwight Michael Jim Michael Jim Michael Ryan Toby Ryan Toby Michael Jim Michael Angela Michael Michael Jim Michael Jim Michael Jim Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Jim Michael Dwight Jim Pam Jim Pam Jim Pam Jim Dwight Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Jim Michael Kelly Dwight Kelly Dwight Kelly Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Jim Michael Dwight Michael Dwight Toby Michael Toby Michael Jim Michael Ira Michael Ira Michael Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Ira Dwight Michael Ira Dwight Michael Ira Michael Dwight Ira Michael Dwight Michael Dwight Michael Kevin Michael Dwight Michael Dwight Ira Michael Ira Michael Ira Dwight Michael Dwight Michael Dwight Michael Ryan's Voicemail Michael Ryan Michael Dwight Ryan Dwight Michael Kevin Jim Pam Michael Ryan Michael Ryan Michael Ryan Michael Michael Angela Michael Dwight Michael Stanley Toby Michael Pam Michael Angela Stanley Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Michael,02x06,6,2,0.152173913,0,,184.835.580.439.899,0.329411765,0.192156863,0.098039216,0.247058824,0,0,0.011764706,0,0.011764706,0.011764706,0.066666667,0.019607843,0.011764706,0,0,0,0,0,0,0,0,0,0,255,,11,2,The Fight,Jim rallies the staff together to witness a showdown between Michael and Dwight at Dwight's martial arts school.,8.1,3388,7.9,22, 1 November 2005,,Ken Kwapis,Gene Stupnitsky | Lee Eisenberg,6,6,The Fight
13,2x7,Ryan Jim Ryan Pam Ryan Pam Pam Jan Michael Jan Jim Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Oscar Jim Oscar Toby Pam Jim Pam Oscar Pam Jim Pam Kelly Jim Michael Dwight Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Michael Jan Michael Jan Michael Jan Michael Michael Christian Michael Jan Michael Jan Christian Michael Jan Michael Jan Michael Jan Michael Jan Michael Hostess Jan Michael Christian Michael Jan Christian Michael Michael Christian Michael Jan Michael Jan Michael Jan Christian Jan Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Jim Pam Jim Pam Jim Pam Jim Michael Christian Jan Jim Everyone Jim Phyllis Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Michael Jan Christian Jan Michael Michael Michael Jan Christian Michael Michael and Christian Michael Jim Phyllis Dwight Phyllis Dwight Phyllis Dwight Dwight Dwight Ryan Dwight Pam Roy Jim Dwight Ryan Kevin Jim Oscar Dwight Ryan Dwight Pam Dwight Dwight Jim Dwight Jim Pam Jim Christian Michael Jan Michael Christian Michael Jan Michael Jan Christian Jan Michael and Christian Michael Christian Michael Christian Michael Christian Jim Jim Pam Jim Pam Christian Michael Christian Michael Christian Michael Jan Christian Michael Jim Pam Jim Pam Jim Michael Jan Michael Jan Michael Jan Michael Jan Michael Dwight Michael Michael Michael Dwight Michael Dwight Michael Michael Dwight Michael Jim Pam Jim Pam Jim Michael Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Jim,02x07,7,2,0.221674877,0,,201.676.401.089.337,0.32300885,0.17699115,0.132743363,0.092920354,0.199115044,0.017699115,0,0.017699115,0,0.004424779,0.026548673,0.004424779,0.004424779,0,0,0,0,0,0,0,0,0,0,226,,12,2,The Client,"With Michael and Jan Levinson-Gould away from the office to land a new client, the staff discovers an unproduced screenplay in Michael's office.",8.6,3533,7.5,22, 8 November 2005,Tim Meadows,Greg Daniels,Paul Lieberstein,7,7,The Client
14,2x8,Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Michael Pam Michael Pam Michael Pam Michael Pam Michael Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Jim Stanley Michael Stanley Michael Stanley Michael Stanley Pam Jim Pam Jim Pam Michael Angela Pam Michael Pam Michael Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Michael Jan Michael Jan Michael Kevin Oscar Kevin Angela Kevin Michael Pam Michael Pam Michael Pam Michael Ryan Michael Kelly Michael Jim Dwight Jim Jan Pam Michael Jan Michael Jan Michael Kevin Michael Jan Michael Jan Jan Michael Jan Michael Jan Jan Michael Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Pam Jim Pam Jim Pam Jim Dwight Pam Dwight Michael Pam Michael Pam Michael Jan Michael Pam Jan Michael Dwight Kelly Michael Dwight Michael Jan Michael Dwight Michael Phyllis Michael Dwight Michael Dwight Michael Toby Michael Creed Michael Dwight Michael Dwight Michael Angela Michael Angela Michael Angela Michael Dwight Michael Michael Dwight Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Dwight Michael Jan Michael Dwight Michael Dwight Jan Dwight Michael Dwight Michael Jan Michael Dwight Michael Dwight Michael Dwight Jan Michael Jan Dwight Michael Dwight Michael Dwight Michael Dwight Dwight Michael Jan Michael Jan Jan Dwight Michael Dwight Pam Jim Pam Jim Pam Jim Pam Jim Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Jan Michael Jan Michael Jan Michael Jan Michael Michael Jim Michael Pam Dwight,02x08,8,2,0.122881356,0,,178.673.818.539.643,0.373584906,0.098113208,0.113207547,0.154716981,0.18490566,0.003773585,0.01509434,0.003773585,0.018867925,0.01509434,0.003773585,0.003773585,0.00754717,0,0,0.003773585,0,0,0,0,0,0,0,265,,13,2,Performance Review,"Instead of talking to his employees about their work, Michael uses their annual review time to gather feedback on his ""relationship"" with Jan.",8.2,3216,8,22, 15 November 2005,,Paul Feig,Larry Wilmore,8,8,Performance Review
15,2x9,Michael Jim Michael Kevin Michael Michael Sadiq (IT guy) Michael Sadiq (IT guy) Michael Sadiq (IT guy) Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Michael Michael Sadiq (IT guy) Michael Oscar Michael Oscar Michael Oscar Michael Oscar Michael Dwight Michael Stanley Michael Kevin Dwight Angela Dwight Pam Jim Pam Jim Pam Jim Pam Jim Pam Pam Pam Dwight Pam Dwight Pam Dwight Michael Pam Angela Pam Angela Pam Angela Pam Angela Pam Michael Kevin Pam Kevin Michael Jim Michael Pam Michael Jim Pam Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Jim Pam Jim Pam Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Pam Michael Oscar Michael Kevin Michael Kevin Michael Angela Michael Angela Michael Angela Michael Angela Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Jim Dwight Mark Dwight Jim Mark Dwight Dwight Jim Dwight Jim Pam Jim Pam Jim Ryan Jim Ryan Jim Improv Teacher Michael Improv Teacher Mary-Beth Michael Michael Girl acting Pregnant Michael Actor Actress Michael Improv Teacher Improv Teacher Michael Improv Teacher Michael Improv Teacher Michael Improv Teacher Michael Improv Teacher Michael Improv Teacher Michael Improv Teacher Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Improv Teacher Michael Improv Teacher Michael Bill Michael Improv Teacher Michael Improv Teacher Bill Improv Teacher Michael Jim Angela Jim Angela Jim Angela Stanley Oscar Kelly Angela Pam Phyllis Pam Phyllis Pam Kevin Mary-Beth Bill Michael Bill Michael Bill Michael Phyllis Jim Pam Pam Pam Kevin Dwight Phyllis Michael Michael Michael and Jim Michael Michael and Jim Michael Mary-Beth Michael Michael,02x09,9,2,0.179039301,0,,244.656.605.094.911,0.3375,0.216666667,0.154166667,0.141666667,0,0.016666667,0.008333333,0.025,0.054166667,0.033333333,0.008333333,0,0.004166667,0,0,0,0,0,0,0,0,0,0,240,,14,2,E-Mail Surveillance,"Michael decides to set up e-mail surveillance for all company e-mail, and discovers that Jim has invited everyone over for a barbeque except him.",8.4,3338,8.1,23, 22 November 2005,Ken Jeong,Paul Feig,Jennifer Celotta,9,9,E-Mail Surveillance
16,2x10,"Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Michael Dwight Michael Dwight Michael Dwight Michael Michael Kevin Michael Kevin Michael Jim Angela Phyllis Angela Ryan Michael Angela Michael Michael Michael Pam Michael Kevin & Oscar Dwight Kevin Dwight Angela Michael Darryl Michael Darryl Michael Darryl Michael Darryl Michael Dwight Michael Dwight Toby Oscar Kevin Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Dwight Stanley Dwight Michael All Michael Phyllis Pam Dwight Michael Michael Dwight Oscar Kelly Oscar Dwight Jim Creed Jim Creed Jim Creed Dwight Pam Jim Dwight Michael Ryan Michael Ryan Michael Ryan Michael Ryan Michael Dwight Michael Phyllis Michael Michael Kevin Jim Michael Jim Pam Michael Oscar Michael Angela Michael Angela Michael Meredith Jim Michael Pam Ryan Dwight Stanley Ryan Michael Kelly Toby Kelly Dwight Angela Kelly Michael Michael Oscar Meredith Dwight Meredith Dwight Michael Meredith Michael Michael Michael Dwight Michael Dwight Dwight Dwight Michael Kevin Kevin Dwight Pam Kelly Jim Pam Jim Pam Jim Kelly Dwight Jim Dwight Michael Pam Michael Jim Stanley Michael Oscar Pam Michael Stanley Michael Liquor Store Clerk Michael Liquor Store Clerk Michael Jim Dwight Jim Dwight Jim Dwight Jim Dwight JIm Dwight Jim Roy Pam Roy Pam Roy Michael Angela Michael Meredith Toby Michael Meredith Michael Meredith Phyllis Ryan Phyllis Kevin Bob Vance Stanley Ryan Ryan Roy Darryl Roy Darryl Roy Darryl Roy Darryl Roy Darryl Michael Ryan Angela Michael Phyllis, Meredith, Michael, Kevin Michael Ryan Michael Ryan Michael Jim Pam Jim Pam Jim Pam Pam Pam Jim Dwight Michael Dwight Michael Todd Packer Michael Todd Packer Michael Todd Packer Michael Kevin Michael Darryl Michael Darryl Michael Ryan Kevin Ryan Michael Creed Kelly Dwight Kelly Dwight Kevin Meredith Bob Vance Oscar Dwight Oscar Michael Michael Michael Meredith Michael Michael",02x10,10,2,0.177966102,1,,255.848.905.824.997,0.327067669,0.105263158,0.063909774,0.154135338,0,0.022556391,0.018796992,0.033834586,0.033834586,0.04887218,0.056390977,0.011278195,0.030075188,0.037593985,0.041353383,0.015037594,0,0,0,0,0,0,0,266,,15,2,Christmas Party,"Seeing the party is headed for disastrous boredom, Michael breaks corporate policy to buy alcohol for the staff.",8.9,3663,9.7,22, 6 December 2005,,Charles McDougall,Michael Schur,10,10,Christmas Party
17,2x11,Jim Dwight Jim Dwight Jim Dwight Jim Dwight Pam Dwight Pam Dwight Pam Dwight Jim Dwight Jim Dwight Michael Dwight Phyllis Michael Pam Jim Pam Jim Pam Michael Stanley Michael Stanley Michael Stanley Michael Stanley Michael Stanley Michael Stanley Michael Stanley Michael Stanley Michael Michael Michael Meredith Ryan Michael Ryan Michael Kelly Kelly Michael Kelly Michael Kelly Michael Michael Michael Oscar Michael Darryl Michael Phyllis Jim Pam Phyllis Michael Jim Michael Pam Michael Jim Phyllis Michael Darryl Michael Dwight Michael Michael Dwight Captain Jack Michael Captain Jack Michael Michael Michael Captain Jack Michael Captain Jack Michael Captain Jack Michael Captain Jack Michael Captain Jack Michael Captain Jack Michael Captain Jack Michael Captain Jack Michael Captain Jack Michael Katy Roy Katy Roy Katy Jim Roy Katy Roy Jim Katy Roy Michael Brenda Michael Brenda Michael Captain Jack Michael Dwight Captain Jack Meredith Captain Jack Dwight Captain Jack Dwight Captain Jack Captain Jack Dwight Captain Jack Michael Captain Jack Michael Michael Dwight Angela Dwight Darryl and Katy Roy Pam Roy Darryl Pam Roy Pam Jim Pam Jim Pam Jim Pam Captain Jack Michael Captain Jack Michael Captain Jack Michael Captain Jack Dwight Dwight Katy Pam Captain Jack Jim Michael Captain Jack Roy Captain Jack Jim Roy Michael Roy Michael Captain Jack Michael Pam Michael Pam Katy Jim Katy Jim Katy Captain Jack Meredith Dwight Michael Brenda Michael Captain Jack Michael Michael Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Jim Michael Dwight Michael,02x11,11,2,0.052884615,0,,229.068.495.669.606,0.431137725,0.173652695,0.101796407,0.131736527,0,0.023952096,0.047904192,0.005988024,0.005988024,0,0.011976048,0,0.023952096,0.017964072,0.023952096,0,0,0,0,0,0,0,0,167,,16,2,Booze Cruise,"The Dunder Mifflin staff go on a mandatory ""booze cruise"" to hear Michael give a motivational talk.",8.6,3536,8.7,22, 5 January 2006,Rob Riggle,Ken Kwapis,Greg Daniels,11,11,Booze Cruise
18,2x12,Oscar Jim Pam Michael Pam Michael Pam Michael Pam Michael Jim Pam Jim Pam Michael Jim Pam Jim Michael Michael Jim Michael Jim Michael Jim Michael Michael Pam Michael Phyllis Michael Kevin Michael Michael Dwight Pam Michael Dwight Jim Dwight Michael Dwight Michael Pam Michael Jim Michael Jim Pam Jim Pam Jim Jim Pam Jim Jim and Pam Pam Jim Michael Michael Pam Michael Pam Michael Michael Jim Michael Dwight Michael Pam Michael Pam Michael Dwight Michael Dwight Pam Michael Pam Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Ryan Michael Ryan Michael Ryan Michael Ryan Michael Ryan Michael Dwight Pam Dwight Pam Dwight Pam Dwight Pam Michael Pam Pam Michael Pam Michael Pam Michael Michael Dwight Dwight Dwight Pam Dwight Pam Dwight Jim Pam Michael Dwight Angela Dwight Angela Angela Toby Ryan Michael Toby Michael Toby Michael Toby Michael Toby Michael Toby Michael Toby Michael Jim Pam Jim Pam Michael Phyllis Michael Creed Michael Stanley Michael Stanley Michael Phyllis Michael Dwight Michael Jim Ryan Michael Kevin Michael Kelly Michael Stanley Michael Stanley Michael Billy Merchant Michael Billy Merchant Michael Billy Merchant Billy Merchant Michael Billy Merchant Michael Billy Merchant Michael Billy Merchant Michael Michael Billy Merchant Michael Billy Merchant Michael Billy Merchant Michael Jim Billy Merchant Michael Billy Merchant Pam Michael Billy Merchant Michael Billy Merchant Billy Merchant Michael Billy Merchant Jim Billy Merchant Michael Ryan Michael Ryan Michael Ryan Michael Ryan Michael Ryan Michael Michael Ryan Michael Dwight Jim Michael Angela Michael Angela Dwight Michael Meredith Michael Jim Michael Jim Dwight Jim Dwight Jim Dwight Jim Dwight Jim Dwight Pam Jim Dwight Pam Dwight Pam Jim Dwight Pam Dwight Dwight Pam Dwight Pam Dwight Pam Dwight Pam Dwight Pam Dwight Michael Jim Michael Michael Jim Michael Dwight Jim Jim Michael Jim Michael Michael Dwight Jim Dwight Jim Dwight Jim Dwight Michael Dwight Michael Dwight Michael Dwight Michael Jim Michael Jim Dwight Michael Jim Michael Jim Dwight Michael Michael Dwight Michael Jim Michael Jim Michael Jim Michael Jim Dwight Michael Dwight Michael Doctor Michael Doctor Dwight Michael Doctor Michael Doctor Dwight Michael Lab Tech Michael Lab Tech Michael Dwight Michael Dwight Michael Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Oscar Pam Oscar Pam Lab Tech,02x12,12,2,0.139158576,1,,208.682.286.495.097,0.373860182,0.170212766,0.161094225,0.17325228,0,0.009118541,0.012158055,0.009118541,0.015197568,0.006079027,0.039513678,0.021276596,0.003039514,0.003039514,0,0.003039514,0,0,0,0,0,0,0,329,,17,2,The Injury,"Michael's ""injury"" from a George Foreman Grill distracts the staff from Dwight, the one with the real injury.",9.1,4314,10.3,22, 12 January 2006,,Bryan Gordon,Mindy Kaling,12,12,The Injury
19,2x13,Jim Pam Michael Jim Michael Jim Michael Michael Stanley Michael Ryan Michael Ryan Michael Kevin Michael Kevin Michael Michael Dwight Michael Dwight Jim Michael Michael Dwight Michael Dwight Angela Dwight Angela Kevin Dwight Michael Dwight Michael Dwight Michael Dwight Oscar Michael Oscar Michael Dwight Michael Oscar Michael Oscar Dwight Michael Oscar Michael Oscar Dwight Oscar Michael Oscar Dwight Michael Dwight Michael Dwight Michael Pam Kelly Pam Kelly Pam Kelly Michael Jim Jim Michael Jim Michael Jim Michael Jim Michael Michael Michael Jim Michael Dwight Ryan Dwight Ryan Dwight Michael Jim Michael Jim Michael Jim Michael Jim Michael Stanley Michael Jim Michael Stanley Michael Dwight Dwight Michael Dwight Michael Dwight Michael Dwight Jim Dwight Michael Dwight Michael Dwight Michael Jim Michael Jim Michael Jim Michael Jim Michael Michael Michael Michael Dana Michael Jim Michael Jim Dana Michael Dana Michael Dana Michael Dana Dwight Pam Dwight Pam Dwight Pam Dwight Pam Dwight Pam Michael Jim Michael Jim Jim Michael Jim Michael Jim Dana Michael Dana Michael Dana Hooter's Girls Jim Michael Jim Michael Michael Pam Jim Pam Dwight Michael Dwight Michael Ryan Michael Kevin Michael Kevin Angela Michael Angela Michael Toby Michael Michael Toby Michael Toby Michael Kelly Phylis Angela Kevin Creed Kevin Michael Dwight Kelly Jim Kevin Pam Jim Pam Jim Pam Jim Pam Jim Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Dwight Gil Dwight Gil Oscar Dwight Dwight Michael Jim Michael Jim Michael Jim Michael Jim Ryan Creed Ryan Creed Pam Michael Pam Michael Pam Michael Pam Michael Jim Pam Michael,02x13,13,2,0.088607595,0,,203.539.165.515.596,0.365853659,0.195121951,0.109756098,0.154471545,0,0,0.012195122,0.036585366,0.020325203,0.032520325,0.028455285,0.012195122,0.020325203,0,0,0.012195122,0,0,0,0,0,0,0,246,,18,2,The Secret,"Jim fears the secret he told to Michael, in confidence, will be revealed to the staff.",8.3,3142,8.7,22, 19 January 2006,,Dennie Gordon,Lee Eisenberg | Gene Stupnitsky,13,13,The Secret
20,2x14,Ryan Jim Jim Ryan Ryan Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Pam Michael Kevin Michael Kevin Michael Kevin Michael Kevin Michael Kevin Michael Kevin Pam Kevin Pam and others Michael Toby Michael Creed Michael Dwight Michael Dwight Michael Jim Pam Jim Pam Jim Jim Ryan Jim Pam Michael Jim Michael Jim Michael Jim Michael Jim Jim Kelly Jim Kelly Jim Kelly Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Dwight Michael Kelly Michael Dwight Michael Dwight Dwight Michael Dwight Michael Michael Stanley Michael Michael Creed Michael Creed Creed Michael Michael Kelly Ryan Kelly Jim Kelly Michael Dwight Michael Dwight Michael Michael Oscar Michael Oscar Michael and Dwight Dwight Michael Dwight Michael Michael Pam Michael Oscar Michael Michael Dwight Michael Dwight Michael Dwight Michael Dwight Pam Roy Pam Roy Pam Kelly Pam Roy Michael Angela Michael Angela Michael Oscar Michael Michael Phyllis Michael Dwight Michael Dwight Michael Darryl Michael Roy Michael Darryl Michael Darryl Michael Roy Michael Pam Creed Oscar Creed Michael Michael Pam Michael Dwight Michael Stanley Michael Pam Michael Jim Ryan Jim Ryan Jim Ryan Jim Ryan Jim Ryan Jim Ryan Jim Ryan Jim Kelly Michael Creed Michael Creed Michael Creed Michael Michael Ed Michael Ed Michael Ed Michael Ed Michael Ed Michael Ed Michael Ed Michael Ed Michael Ed Michael Jim Kelly Jim Michael Todd Packer Michael Packer Michael Todd Michael Packer Packer Michael Packer Michael Roy Packer Michael Packer Michael Packer Michael Michael Jim's voicemail Pam Pam Pam Pam Pam Pam Pam,02x14,14,2,0.360215054,0,,223.789.343.248.222,0.43231441,0.109170306,0.126637555,0.104803493,0,0.004366812,0.008733624,0.021834061,0.008733624,0.030567686,0.052401747,0.004366812,0.043668122,0,0.013100437,0.03930131,0,0,0,0,0,0,0,229,,19,2,The Carpet,Michael's office becomes the victim of an odorous prank which subjects the office to his punishment.,7.8,3118,8.6,22, 26 January 2006,,Victor Nelli Jr.,Paul Lieberstein,14,14,The Carpet
21,2x15,Jan Pam Jan Michael Jan Michael Jan Michael Jan Michael Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Pam Jan Pam Jan Jan Dwight Jim Dwight Michael Michael Michael Dwight Michael Jan Michael Jan Michael Jan Michael Dwight Jan Michael Michael Dwight Jan Pam Jan Michael Darryl Michael Roy Michael Roy Michael Kevin Jim Kevin Michael Jan Meredith Jan Phyllis Angela Phyllis Jan Angela Phyllis Pam Roy Jim Roy Jim Roy Jim Roy Jim Roy Jim Roy Kevin Darryl Michael Darryl Michael Dwight Michael Meredith Jan Meredith Kelly Jan Kelly Women Jan Dwight Jim Dwight Ryan Jim Darryl Michael Darryl Michael Darryl Michael Darryl Lonny Michael Michael Madge Michael Madge Michael Phyllis Meredith Kelly Jan Pam Phyllis Pam Jan Pam Jan Pam Jan Michael Darryl Michael Darryl Michael Darryl Michael Darryl Michael Roy Michael Lonny Michael Jan Phyllis Jan Angela Roy Guy Darryl Kevin Guy Dwight Lonny Michael Darryl Dwight Darryl Michael Darryl Michael Darryl Dwight Roy Michael Roy Michael Darryl Roy Michael Roy Darryl Guy Darryl Michael Darryl Roy Michael Darryl Men Guy Michael Darryl Michael Darryl Michael Darryl Group chant Jan Michael Jan Michael Jan Michael Michael Jan Michael Jan Michael Jan Michael Jan Michael Jan Michael Michael Jan Michael Jan Michael Ryan Stanley Jan Phyllis Meredith Jan Kelly Jan Kelly Jan Kelly Jan Kelly Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Michael Angela Jan Phyllis Jan Kelly Jan Phyllis Angela Jan Kelly Michael Jan Michael Jan Michael Jan Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Jim Pam Pam Michael Darryl Michael Michael Michael All the Men Michael Michael Darryl Michael Michael Pam,02x15,15,2,0.078125,0,,235.935.468.054.353,0.302419355,0.088709677,0.10483871,0.044354839,0.213709677,0.036290323,0.004032258,0,0.02016129,0.016129032,0.008064516,0,0.036290323,0.02016129,0.10483871,0,0,0,0,0,0,0,0,248,,20,2,Boys and Girls,"Jan comes into the Scranton Branch to give all the female employees a group seminar on women in the workplace. Upset that he is not allowed in on the proceedings, Michael takes all the men ...
                    See full summaryÃƒâ€šÃ‚Â Ãƒâ€šÃ‚Â»",8.2,3091,5.42,22, 2 February 2006,,See full summary,B. J. Novak,15,15,Boys & Girls
